League,Team,Opponent,TransitionClass,TeamMatchRows,OpponentTotalRows,TransitionRateVsOpponentPct
German Bundesliga,Freiburg,Augsburg,Stable Draw,5,18,27.78
German Bundesliga,Freiburg,Bayern Munich,Draw Lost,3,18,16.67
German Bundesliga,Freiburg,Bayern Munich,No Recovery,11,18,61.11
German Bundesliga,Freiburg,Bayern Munich,Stable Draw,4,18,22.22
German Bundesliga,Freiburg,Bielefeld,Draw Breakthrough,1,4,25.0
German Bundesliga,Freiburg,Bielefeld,Draw Lost,1,4,25.0
German Bundesliga,Freiburg,Bielefeld,Lead Slip,1,4,25.0
German Bundesliga,Freiburg,Bielefeld,Stable Draw,1,4,25.0
German Bundesliga,Freiburg,Bochum,Comeback Win,1,8,12.5
German Bundesliga,Freiburg,Bochum,Draw Breakthrough,1,8,12.5
German Bundesliga,Freiburg,Bochum,Draw Lost,1,8,12.5
German Bundesliga,Freiburg,Bochum,Protected Lead,5,8,62.5
German Bundesliga,Freiburg,Darmstadt,Draw Breakthrough,1,4,25.0
German Bundesliga,Freiburg,Darmstadt,No Recovery,1,4,25.0
German Bundesliga,Freiburg,Darmstadt,Protected Lead,1,4,25.0
German Bundesliga,Freiburg,Darmstadt,Stable Draw,1,4,25.0
German Bundesliga,Freiburg,Dortmund,Draw Breakthrough,1,18,5.56
German Bundesliga,Freiburg,Dortmund,Draw Lost,1,18,5.56
German Bundesliga,Freiburg,Dortmund,Lead Collapse,2,18,11.11
German Bundesliga,Freiburg,Dortmund,No Recovery,10,18,55.56
German Bundesliga,Freiburg,Dortmund,Protected Lead,1,18,5.56
German Bundesliga,Freiburg,Dortmund,Recovery Draw,1,18,5.56
German Bundesliga,Freiburg,Dortmund,Stable Draw,2,18,11.11
German Bundesliga,Freiburg,Ein Frankfurt,Draw Breakthrough,2,18,11.11
German Bundesliga,Freiburg,Ein Frankfurt,Draw Lost,3,18,16.67
German Bundesliga,Freiburg,Ein Frankfurt,Lead Collapse,1,18,5.56
German Bundesliga,Freiburg,Ein Frankfurt,No Recovery,3,18,16.67
German Bundesliga,Freiburg,Ein Frankfurt,Protected Lead,2,18,11.11
German Bundesliga,Freiburg,Ein Frankfurt,Recovery Draw,2,18,11.11
German Bundesliga,Freiburg,Ein Frankfurt,Stable Draw,5,18,27.78
German Bundesliga,Freiburg,FC Koln,Comeback Win,1,14,7.14
German Bundesliga,Freiburg,FC Koln,Draw Breakthrough,4,14,28.57
German Bundesliga,Freiburg,FC Koln,Lead Collapse,1,14,7.14
German Bundesliga,Freiburg,FC Koln,No Recovery,3,14,21.43
German Bundesliga,Freiburg,FC Koln,Protected Lead,3,14,21.43
German Bundesliga,Freiburg,FC Koln,Recovery Draw,1,14,7.14
German Bundesliga,Freiburg,FC Koln,Stable Draw,1,14,7.14
German Bundesliga,Freiburg,Fortuna Dusseldorf,Draw Breakthrough,1,4,25.0
German Bundesliga,Freiburg,Fortuna Dusseldorf,Draw Lost,1,4,25.0
German Bundesliga,Freiburg,Fortuna Dusseldorf,No Recovery,1,4,25.0
German Bundesliga,Freiburg,Fortuna Dusseldorf,Stable Draw,1,4,25.0
German Bundesliga,Freiburg,Greuther Furth,Protected Lead,1,2,50.0
German Bundesliga,Freiburg,Greuther Furth,Stable Draw,1,2,50.0
German Bundesliga,Freiburg,Hamburg,Draw Breakthrough,1,4,25.0
German Bundesliga,Freiburg,Hamburg,Draw Lost,1,4,25.0
German Bundesliga,Freiburg,Hamburg,Stable Draw,2,4,50.0
German Bundesliga,Freiburg,Hannover,No Recovery,2,4,50.0
German Bundesliga,Freiburg,Hannover,Stable Draw,2,4,50.0
German Bundesliga,Freiburg,Heidenheim,Draw Breakthrough,1,4,25.0
German Bundesliga,Freiburg,Heidenheim,Lead Collapse,1,4,25.0
German Bundesliga,Freiburg,Heidenheim,Protected Lead,1,4,25.0
German Bundesliga,Freiburg,Heidenheim,Stable Draw,1,4,25.0
German Bundesliga,Freiburg,Hertha,Draw Breakthrough,1,14,7.14
German Bundesliga,Freiburg,Hertha,Draw Lost,2,14,14.29
German Bundesliga,Freiburg,Hertha,No Recovery,1,14,7.14
German Bundesliga,Freiburg,Hertha,Protected Lead,5,14,35.71
German Bundesliga,Freiburg,Hertha,Stable Draw,5,14,35.71
German Bundesliga,Freiburg,Hoffenheim,Draw Breakthrough,2,18,11.11
German Bundesliga,Freiburg,Hoffenheim,Draw Lost,2,18,11.11
German Bundesliga,Freiburg,Hoffenheim,Lead Collapse,1,18,5.56
German Bundesliga,Freiburg,Hoffenheim,No Recovery,1,18,5.56
German Bundesliga,Freiburg,Hoffenheim,Protected Lead,7,18,38.89
German Bundesliga,Freiburg,Hoffenheim,Recovery Draw,1,18,5.56
German Bundesliga,Freiburg,Hoffenheim,Stable Draw,4,18,22.22
German Bundesliga,Freiburg,Holstein Kiel,Draw Breakthrough,1,2,50.0
German Bundesliga,Freiburg,Holstein Kiel,Protected Lead,1,2,50.0
German Bundesliga,Freiburg,Ingolstadt,Protected Lead,1,2,50.0
German Bundesliga,Freiburg,Ingolstadt,Stable Draw,1,2,50.0
German Bundesliga,Freiburg,Leverkusen,Comeback Win,1,18,5.56
German Bundesliga,Freiburg,Leverkusen,Draw Breakthrough,2,18,11.11
German Bundesliga,Freiburg,Leverkusen,Draw Lost,2,18,11.11
German Bundesliga,Freiburg,Leverkusen,Lead Slip,3,18,16.67
German Bundesliga,Freiburg,Leverkusen,No Recovery,6,18,33.33
German Bundesliga,Freiburg,Leverkusen,Protected Lead,1,18,5.56
German Bundesliga,Freiburg,Leverkusen,Stable Draw,3,18,16.67
German Bundesliga,Freiburg,M'gladbach,Comeback Win,1,18,5.56
German Bundesliga,Freiburg,M'gladbach,Draw Breakthrough,3,18,16.67
German Bundesliga,Freiburg,M'gladbach,Draw Lost,2,18,11.11
German Bundesliga,Freiburg,M'gladbach,Lead Collapse,1,18,5.56
German Bundesliga,Freiburg,M'gladbach,No Recovery,1,18,5.56
German Bundesliga,Freiburg,M'gladbach,Protected Lead,4,18,22.22
German Bundesliga,Freiburg,M'gladbach,Recovery Draw,2,18,11.11
German Bundesliga,Freiburg,M'gladbach,Stable Draw,4,18,22.22
German Bundesliga,Freiburg,Mainz,Draw Breakthrough,4,18,22.22
German Bundesliga,Freiburg,Mainz,Draw Lost,1,18,5.56
German Bundesliga,Freiburg,Mainz,No Recovery,5,18,27.78
German Bundesliga,Freiburg,Mainz,Protected Lead,2,18,11.11
German Bundesliga,Freiburg,Mainz,Recovery Draw,2,18,11.11
German Bundesliga,Freiburg,Mainz,Stable Draw,4,18,22.22
German Bundesliga,Freiburg,Nurnberg,Protected Lead,2,2,100.0
German Bundesliga,Freiburg,Paderborn,Draw Lost,1,2,50.0
German Bundesliga,Freiburg,Paderborn,Protected Lead,1,2,50.0
German Bundesliga,Freiburg,RB Leipzig,Draw Breakthrough,1,18,5.56
German Bundesliga,Freiburg,RB Leipzig,Draw Lost,3,18,16.67
German Bundesliga,Freiburg,RB Leipzig,Lead Collapse,2,18,11.11
German Bundesliga,Freiburg,RB Leipzig,Lead Slip,2,18,11.11
German Bundesliga,Freiburg,RB Leipzig,No Recovery,6,18,33.33
German Bundesliga,Freiburg,RB Leipzig,Protected Lead,2,18,11.11
German Bundesliga,Freiburg,RB Leipzig,Recovery Draw,1,18,5.56
German Bundesliga,Freiburg,RB Leipzig,Stable Draw,1,18,5.56
German Bundesliga,Freiburg,Schalke 04,Draw Breakthrough,2,12,16.67
German Bundesliga,Freiburg,Schalke 04,Draw Lost,2,12,16.67
German Bundesliga,Freiburg,Schalke 04,Protected Lead,5,12,41.67
German Bundesliga,Freiburg,Schalke 04,Recovery Draw,1,12,8.33
German Bundesliga,Freiburg,Schalke 04,Stable Draw,2,12,16.67
German Bundesliga,Freiburg,St Pauli,Draw Breakthrough,1,2,50.0
German Bundesliga,Freiburg,St Pauli,No Recovery,1,2,50.0
German Bundesliga,Freiburg,Stuttgart,Comeback Win,1,14,7.14
German Bundesliga,Freiburg,Stuttgart,Draw Breakthrough,1,14,7.14
German Bundesliga,Freiburg,Stuttgart,Lead Slip,1,14,7.14
German Bundesliga,Freiburg,Stuttgart,No Recovery,5,14,35.71
German Bundesliga,Freiburg,Stuttgart,Protected Lead,5,14,35.71
German Bundesliga,Freiburg,Stuttgart,Stable Draw,1,14,7.14
German Bundesliga,Freiburg,Union Berlin,Draw Lost,3,12,25.0
German Bundesliga,Freiburg,Union Berlin,No Recovery,3,12,25.0
German Bundesliga,Freiburg,Union Berlin,Protected Lead,2,12,16.67
German Bundesliga,Freiburg,Union Berlin,Stable Draw,4,12,33.33
German Bundesliga,Freiburg,Werder Bremen,Draw Breakthrough,4,16,25.0
German Bundesliga,Freiburg,Werder Bremen,Draw Lost,2,16,12.5
German Bundesliga,Freiburg,Werder Bremen,Lead Slip,1,16,6.25
German Bundesliga,Freiburg,Werder Bremen,No Recovery,2,16,12.5
German Bundesliga,Freiburg,Werder Bremen,Protected Lead,3,16,18.75
German Bundesliga,Freiburg,Werder Bremen,Stable Draw,4,16,25.0
German Bundesliga,Freiburg,Wolfsburg,Draw Breakthrough,5,18,27.78
German Bundesliga,Freiburg,Wolfsburg,Lead Collapse,1,18,5.56
German Bundesliga,Freiburg,Wolfsburg,No Recovery,5,18,27.78
German Bundesliga,Freiburg,Wolfsburg,Protected Lead,4,18,22.22
German Bundesliga,Freiburg,Wolfsburg,Recovery Draw,1,18,5.56
German Bundesliga,Freiburg,Wolfsburg,Stable Draw,2,18,11.11
German Bundesliga,Greuther Furth,Augsburg,Draw Lost,1,2,50.0
German Bundesliga,Greuther Furth,Augsburg,Stable Draw,1,2,50.0
German Bundesliga,Greuther Furth,Bayern Munich,Lead Collapse,1,2,50.0
German Bundesliga,Greuther Furth,Bayern Munich,No Recovery,1,2,50.0
German Bundesliga,Greuther Furth,Bielefeld,Recovery Draw,1,2,50.0
German Bundesliga,Greuther Furth,Bielefeld,Stable Draw,1,2,50.0
German Bundesliga,Greuther Furth,Bochum,Draw Lost,1,2,50.0
German Bundesliga,Greuther Furth,Bochum,No Recovery,1,2,50.0
German Bundesliga,Greuther Furth,Dortmund,No Recovery,2,2,100.0
German Bundesliga,Greuther Furth,Ein Frankfurt,Draw Lost,1,2,50.0
German Bundesliga,Greuther Furth,Ein Frankfurt,Stable Draw,1,2,50.0
German Bundesliga,Greuther Furth,FC Koln,Lead Collapse,1,2,50.0
German Bundesliga,Greuther Furth,FC Koln,Stable Draw,1,2,50.0
German Bundesliga,Greuther Furth,Freiburg,No Recovery,1,2,50.0
German Bundesliga,Greuther Furth,Freiburg,Stable Draw,1,2,50.0
German Bundesliga,Greuther Furth,Hertha,Draw Lost,1,2,50.0
German Bundesliga,Greuther Furth,Hertha,Protected Lead,1,2,50.0
German Bundesliga,Greuther Furth,Hoffenheim,No Recovery,1,2,50.0
German Bundesliga,Greuther Furth,Hoffenheim,Stable Draw,1,2,50.0
German Bundesliga,Greuther Furth,Leverkusen,No Recovery,2,2,100.0
German Bundesliga,Greuther Furth,M'gladbach,No Recovery,2,2,100.0
German Bundesliga,Greuther Furth,Mainz,No Recovery,1,2,50.0
German Bundesliga,Greuther Furth,Mainz,Protected Lead,1,2,50.0
German Bundesliga,Greuther Furth,RB Leipzig,Lead Collapse,1,2,50.0
German Bundesliga,Greuther Furth,RB Leipzig,No Recovery,1,2,50.0
German Bundesliga,Greuther Furth,Stuttgart,No Recovery,1,2,50.0
German Bundesliga,Greuther Furth,Stuttgart,Stable Draw,1,2,50.0
German Bundesliga,Greuther Furth,Union Berlin,Draw Breakthrough,1,2,50.0
German Bundesliga,Greuther Furth,Union Berlin,Lead Slip,1,2,50.0
German Bundesliga,Greuther Furth,Wolfsburg,Draw Lost,1,2,50.0
German Bundesliga,Greuther Furth,Wolfsburg,No Recovery,1,2,50.0
German Bundesliga,Hamburg,Augsburg,Draw Breakthrough,2,6,33.33
German Bundesliga,Hamburg,Augsburg,Draw Lost,1,6,16.67
German Bundesliga,Hamburg,Augsburg,No Recovery,2,6,33.33
German Bundesliga,Hamburg,Augsburg,Protected Lead,1,6,16.67
German Bundesliga,Hamburg,Bayern Munich,Draw Lost,2,6,33.33
German Bundesliga,Hamburg,Bayern Munich,No Recovery,4,6,66.67
German Bundesliga,Hamburg,Darmstadt,Draw Lost,1,4,25.0
German Bundesliga,Hamburg,Darmstadt,Lead Slip,1,4,25.0
German Bundesliga,Hamburg,Darmstadt,No Recovery,1,4,25.0
German Bundesliga,Hamburg,Darmstadt,Protected Lead,1,4,25.0
German Bundesliga,Hamburg,Dortmund,Draw Lost,1,6,16.67
German Bundesliga,Hamburg,Dortmund,No Recovery,4,6,66.67
German Bundesliga,Hamburg,Dortmund,Protected Lead,1,6,16.67
German Bundesliga,Hamburg,Ein Frankfurt,No Recovery,3,6,50.0
German Bundesliga,Hamburg,Ein Frankfurt,Stable Draw,3,6,50.0
German Bundesliga,Hamburg,FC Koln,Draw Breakthrough,1,6,16.67
German Bundesliga,Hamburg,FC Koln,Draw Lost,2,6,33.33
German Bundesliga,Hamburg,FC Koln,No Recovery,1,6,16.67
German Bundesliga,Hamburg,FC Koln,Protected Lead,1,6,16.67
German Bundesliga,Hamburg,FC Koln,Recovery Draw,1,6,16.67
German Bundesliga,Hamburg,Freiburg,Draw Breakthrough,1,4,25.0
German Bundesliga,Hamburg,Freiburg,Draw Lost,1,4,25.0
German Bundesliga,Hamburg,Freiburg,Stable Draw,2,4,50.0
German Bundesliga,Hamburg,Hannover,Draw Breakthrough,1,4,25.0
German Bundesliga,Hamburg,Hannover,Draw Lost,1,4,25.0
German Bundesliga,Hamburg,Hannover,Lead Collapse,1,4,25.0
German Bundesliga,Hamburg,Hannover,Recovery Draw,1,4,25.0
German Bundesliga,Hamburg,Hertha,Draw Breakthrough,2,6,33.33
German Bundesliga,Hamburg,Hertha,Lead Collapse,1,6,16.67
German Bundesliga,Hamburg,Hertha,No Recovery,3,6,50.0
German Bundesliga,Hamburg,Hoffenheim,Draw Breakthrough,2,6,33.33
German Bundesliga,Hamburg,Hoffenheim,No Recovery,2,6,33.33
German Bundesliga,Hamburg,Hoffenheim,Protected Lead,1,6,16.67
German Bundesliga,Hamburg,Hoffenheim,Stable Draw,1,6,16.67
German Bundesliga,Hamburg,Ingolstadt,Draw Breakthrough,1,4,25.0
German Bundesliga,Hamburg,Ingolstadt,Lead Slip,2,4,50.0
German Bundesliga,Hamburg,Ingolstadt,No Recovery,1,4,25.0
German Bundesliga,Hamburg,Leverkusen,Draw Breakthrough,1,6,16.67
German Bundesliga,Hamburg,Leverkusen,Draw Lost,1,6,16.67
German Bundesliga,Hamburg,Leverkusen,No Recovery,3,6,50.0
German Bundesliga,Hamburg,Leverkusen,Stable Draw,1,6,16.67
German Bundesliga,Hamburg,M'gladbach,Draw Breakthrough,2,6,33.33
German Bundesliga,Hamburg,M'gladbach,No Recovery,1,6,16.67
German Bundesliga,Hamburg,M'gladbach,Protected Lead,2,6,33.33
German Bundesliga,Hamburg,M'gladbach,Stable Draw,1,6,16.67
German Bundesliga,Hamburg,Mainz,Draw Lost,2,6,33.33
German Bundesliga,Hamburg,Mainz,No Recovery,1,6,16.67
German Bundesliga,Hamburg,Mainz,Stable Draw,3,6,50.0
German Bundesliga,Hamburg,RB Leipzig,Draw Lost,2,4,50.0
German Bundesliga,Hamburg,RB Leipzig,Protected Lead,1,4,25.0
German Bundesliga,Hamburg,RB Leipzig,Stable Draw,1,4,25.0
German Bundesliga,Hamburg,Schalke 04,Draw Breakthrough,2,6,33.33
German Bundesliga,Hamburg,Schalke 04,Draw Lost,2,6,33.33
German Bundesliga,Hamburg,Schalke 04,No Recovery,1,6,16.67
German Bundesliga,Hamburg,Schalke 04,Recovery Draw,1,6,16.67
German Bundesliga,Hamburg,Stuttgart,Comeback Win,1,4,25.0
German Bundesliga,Hamburg,Stuttgart,Draw Lost,1,4,25.0
German Bundesliga,Hamburg,Stuttgart,Protected Lead,1,4,25.0
German Bundesliga,Hamburg,Stuttgart,Stable Draw,1,4,25.0
German Bundesliga,Hamburg,Werder Bremen,Draw Lost,2,6,33.33
German Bundesliga,Hamburg,Werder Bremen,Protected Lead,2,6,33.33
German Bundesliga,Hamburg,Werder Bremen,Stable Draw,2,6,33.33
German Bundesliga,Hamburg,Wolfsburg,Draw Breakthrough,1,6,16.67
German Bundesliga,Hamburg,Wolfsburg,Draw Lost,2,6,33.33
German Bundesliga,Hamburg,Wolfsburg,Lead Slip,1,6,16.67
German Bundesliga,Hamburg,Wolfsburg,Protected Lead,1,6,16.67
German Bundesliga,Hamburg,Wolfsburg,Stable Draw,1,6,16.67
German Bundesliga,Hannover,Augsburg,Comeback Win,1,6,16.67
German Bundesliga,Hannover,Augsburg,Lead Collapse,1,6,16.67
German Bundesliga,Hannover,Augsburg,No Recovery,4,6,66.67
German Bundesliga,Hannover,Bayern Munich,Draw Lost,2,6,33.33
German Bundesliga,Hannover,Bayern Munich,No Recovery,4,6,66.67
German Bundesliga,Hannover,Darmstadt,Draw Lost,1,2,50.0
German Bundesliga,Hannover,Darmstadt,Recovery Draw,1,2,50.0
German Bundesliga,Hannover,Dortmund,Draw Lost,1,6,16.67
German Bundesliga,Hannover,Dortmund,No Recovery,3,6,50.0
German Bundesliga,Hannover,Dortmund,Protected Lead,1,6,16.67
German Bundesliga,Hannover,Dortmund,Stable Draw,1,6,16.67
German Bundesliga,Hannover,Ein Frankfurt,Draw Lost,3,6,50.0
German Bundesliga,Hannover,Ein Frankfurt,No Recovery,3,6,50.0
German Bundesliga,Hannover,FC Koln,No Recovery,1,4,25.0
German Bundesliga,Hannover,FC Koln,Protected Lead,1,4,25.0
German Bundesliga,Hannover,FC Koln,Stable Draw,2,4,50.0
German Bundesliga,Hannover,Fortuna Dusseldorf,Draw Lost,2,2,100.0
German Bundesliga,Hannover,Freiburg,Protected Lead,2,4,50.0
German Bundesliga,Hannover,Freiburg,Stable Draw,2,4,50.0
German Bundesliga,Hannover,Hamburg,Comeback Win,1,4,25.0
German Bundesliga,Hannover,Hamburg,Draw Breakthrough,1,4,25.0
German Bundesliga,Hannover,Hamburg,Draw Lost,1,4,25.0
German Bundesliga,Hannover,Hamburg,Lead Slip,1,4,25.0
German Bundesliga,Hannover,Hertha,No Recovery,3,6,50.0
German Bundesliga,Hannover,Hertha,Protected Lead,1,6,16.67
German Bundesliga,Hannover,Hertha,Stable Draw,2,6,33.33
German Bundesliga,Hannover,Hoffenheim,Draw Breakthrough,1,6,16.67
German Bundesliga,Hannover,Hoffenheim,Draw Lost,1,6,16.67
German Bundesliga,Hannover,Hoffenheim,No Recovery,3,6,50.0
German Bundesliga,Hannover,Hoffenheim,Protected Lead,1,6,16.67
German Bundesliga,Hannover,Ingolstadt,Protected Lead,1,2,50.0
German Bundesliga,Hannover,Ingolstadt,Recovery Draw,1,2,50.0
German Bundesliga,Hannover,Leverkusen,Lead Slip,1,6,16.67
German Bundesliga,Hannover,Leverkusen,No Recovery,4,6,66.67
German Bundesliga,Hannover,Leverkusen,Stable Draw,1,6,16.67
German Bundesliga,Hannover,M'gladbach,Draw Breakthrough,1,6,16.67
German Bundesliga,Hannover,M'gladbach,Draw Lost,3,6,50.0
German Bundesliga,Hannover,M'gladbach,No Recovery,2,6,33.33
German Bundesliga,Hannover,Mainz,Draw Breakthrough,3,6,50.0
German Bundesliga,Hannover,Mainz,Lead Slip,1,6,16.67
German Bundesliga,Hannover,Mainz,No Recovery,2,6,33.33
German Bundesliga,Hannover,Nurnberg,Draw Lost,1,2,50.0
German Bundesliga,Hannover,Nurnberg,Protected Lead,1,2,50.0
German Bundesliga,Hannover,RB Leipzig,Draw Lost,1,4,25.0
German Bundesliga,Hannover,RB Leipzig,No Recovery,3,4,75.0
German Bundesliga,Hannover,Schalke 04,Draw Breakthrough,1,6,16.67
German Bundesliga,Hannover,Schalke 04,Draw Lost,2,6,33.33
German Bundesliga,Hannover,Schalke 04,No Recovery,2,6,33.33
German Bundesliga,Hannover,Schalke 04,Recovery Draw,1,6,16.67
German Bundesliga,Hannover,Stuttgart,Draw Breakthrough,1,6,16.67
German Bundesliga,Hannover,Stuttgart,No Recovery,2,6,33.33
German Bundesliga,Hannover,Stuttgart,Protected Lead,1,6,16.67
German Bundesliga,Hannover,Stuttgart,Recovery Draw,1,6,16.67
German Bundesliga,Hannover,Stuttgart,Stable Draw,1,6,16.67
German Bundesliga,Hannover,Werder Bremen,Draw Breakthrough,1,6,16.67
German Bundesliga,Hannover,Werder Bremen,No Recovery,3,6,50.0
German Bundesliga,Hannover,Werder Bremen,Protected Lead,1,6,16.67
German Bundesliga,Hannover,Werder Bremen,Stable Draw,1,6,16.67
German Bundesliga,Hannover,Wolfsburg,Draw Lost,2,6,33.33
German Bundesliga,Hannover,Wolfsburg,No Recovery,1,6,16.67
German Bundesliga,Hannover,Wolfsburg,Protected Lead,1,6,16.67
German Bundesliga,Hannover,Wolfsburg,Recovery Draw,1,6,16.67
German Bundesliga,Hannover,Wolfsburg,Stable Draw,1,6,16.67
German Bundesliga,Heidenheim,Augsburg,No Recovery,3,4,75.0
German Bundesliga,Heidenheim,Augsburg,Protected Lead,1,4,25.0
German Bundesliga,Heidenheim,Bayern Munich,Comeback Win,1,4,25.0
German Bundesliga,Heidenheim,Bayern Munich,No Recovery,3,4,75.0
German Bundesliga,Heidenheim,Bochum,No Recovery,1,4,25.0
German Bundesliga,Heidenheim,Bochum,Stable Draw,3,4,75.0
German Bundesliga,Heidenheim,Darmstadt,Draw Breakthrough,1,2,50.0
German Bundesliga,Heidenheim,Darmstadt,Protected Lead,1,2,50.0
German Bundesliga,Heidenheim,Dortmund,No Recovery,2,4,50.0
German Bundesliga,Heidenheim,Dortmund,Recovery Draw,1,4,25.0
German Bundesliga,Heidenheim,Dortmund,Stable Draw,1,4,25.0
German Bundesliga,Heidenheim,Ein Frankfurt,No Recovery,4,4,100.0
German Bundesliga,Heidenheim,FC Koln,Protected Lead,1,2,50.0
German Bundesliga,Heidenheim,FC Koln,Recovery Draw,1,2,50.0
German Bundesliga,Heidenheim,Freiburg,Comeback Win,1,4,25.0
German Bundesliga,Heidenheim,Freiburg,Draw Lost,1,4,25.0
German Bundesliga,Heidenheim,Freiburg,No Recovery,1,4,25.0
German Bundesliga,Heidenheim,Freiburg,Stable Draw,1,4,25.0
German Bundesliga,Heidenheim,Hoffenheim,Lead Collapse,1,4,25.0
German Bundesliga,Heidenheim,Hoffenheim,Recovery Draw,1,4,25.0
German Bundesliga,Heidenheim,Hoffenheim,Stable Draw,2,4,50.0
German Bundesliga,Heidenheim,Holstein Kiel,No Recovery,1,2,50.0
German Bundesliga,Heidenheim,Holstein Kiel,Protected Lead,1,2,50.0
German Bundesliga,Heidenheim,Leverkusen,Draw Lost,2,4,50.0
German Bundesliga,Heidenheim,Leverkusen,No Recovery,2,4,50.0
German Bundesliga,Heidenheim,M'gladbach,Draw Lost,2,4,50.0
German Bundesliga,Heidenheim,M'gladbach,No Recovery,1,4,25.0
German Bundesliga,Heidenheim,M'gladbach,Recovery Draw,1,4,25.0
German Bundesliga,Heidenheim,Mainz,No Recovery,1,4,25.0
German Bundesliga,Heidenheim,Mainz,Protected Lead,2,4,50.0
German Bundesliga,Heidenheim,Mainz,Recovery Draw,1,4,25.0
German Bundesliga,Heidenheim,RB Leipzig,Draw Lost,1,4,25.0
German Bundesliga,Heidenheim,RB Leipzig,Lead Slip,1,4,25.0
German Bundesliga,Heidenheim,RB Leipzig,No Recovery,2,4,50.0
German Bundesliga,Heidenheim,St Pauli,Draw Breakthrough,1,2,50.0
German Bundesliga,Heidenheim,St Pauli,No Recovery,1,2,50.0
German Bundesliga,Heidenheim,Stuttgart,Draw Breakthrough,2,4,50.0
German Bundesliga,Heidenheim,Stuttgart,No Recovery,1,4,25.0
German Bundesliga,Heidenheim,Stuttgart,Recovery Draw,1,4,25.0
German Bundesliga,Heidenheim,Union Berlin,Draw Breakthrough,1,4,25.0
German Bundesliga,Heidenheim,Union Berlin,Protected Lead,2,4,50.0
German Bundesliga,Heidenheim,Union Berlin,Recovery Draw,1,4,25.0
German Bundesliga,Heidenheim,Werder Bremen,No Recovery,1,4,25.0
German Bundesliga,Heidenheim,Werder Bremen,Protected Lead,2,4,50.0
German Bundesliga,Heidenheim,Werder Bremen,Stable Draw,1,4,25.0
German Bundesliga,Heidenheim,Wolfsburg,No Recovery,2,4,50.0
German Bundesliga,Heidenheim,Wolfsburg,Protected Lead,1,4,25.0
German Bundesliga,Heidenheim,Wolfsburg,Stable Draw,1,4,25.0
German Bundesliga,Hertha,Augsburg,Comeback Win,2,16,12.5
German Bundesliga,Hertha,Augsburg,Draw Breakthrough,4,16,25.0
German Bundesliga,Hertha,Augsburg,Lead Slip,1,16,6.25
German Bundesliga,Hertha,Augsburg,No Recovery,1,16,6.25
German Bundesliga,Hertha,Augsburg,Protected Lead,3,16,18.75
German Bundesliga,Hertha,Augsburg,Recovery Draw,1,16,6.25
German Bundesliga,Hertha,Augsburg,Stable Draw,4,16,25.0
German Bundesliga,Hertha,Bayern Munich,Draw Lost,4,16,25.0
German Bundesliga,Hertha,Bayern Munich,Lead Slip,2,16,12.5
German Bundesliga,Hertha,Bayern Munich,No Recovery,7,16,43.75
German Bundesliga,Hertha,Bayern Munich,Protected Lead,1,16,6.25
German Bundesliga,Hertha,Bayern Munich,Recovery Draw,1,16,6.25
German Bundesliga,Hertha,Bayern Munich,Stable Draw,1,16,6.25
German Bundesliga,Hertha,Bielefeld,Draw Breakthrough,1,4,25.0
German Bundesliga,Hertha,Bielefeld,Draw Lost,1,4,25.0
German Bundesliga,Hertha,Bielefeld,Stable Draw,2,4,50.0
German Bundesliga,Hertha,Bochum,Lead Slip,1,4,25.0
German Bundesliga,Hertha,Bochum,No Recovery,1,4,25.0
German Bundesliga,Hertha,Bochum,Protected Lead,1,4,25.0
German Bundesliga,Hertha,Bochum,Stable Draw,1,4,25.0
German Bundesliga,Hertha,Darmstadt,Draw Breakthrough,1,4,25.0
German Bundesliga,Hertha,Darmstadt,Draw Lost,1,4,25.0
German Bundesliga,Hertha,Darmstadt,Protected Lead,2,4,50.0
German Bundesliga,Hertha,Dortmund,Comeback Win,1,16,6.25
German Bundesliga,Hertha,Dortmund,Draw Lost,2,16,12.5
German Bundesliga,Hertha,Dortmund,Lead Collapse,3,16,18.75
German Bundesliga,Hertha,Dortmund,No Recovery,5,16,31.25
German Bundesliga,Hertha,Dortmund,Protected Lead,1,16,6.25
German Bundesliga,Hertha,Dortmund,Stable Draw,4,16,25.0
German Bundesliga,Hertha,Ein Frankfurt,Draw Breakthrough,3,16,18.75
